movie_code,movie_title_kr,movie_title_eng,movie_genre,movie_nation,movie_directior,movie_img_url,movie_story,movie_actor1,movie_actor2,movie_actor3,,,
20020082,인썸니아,Insomnia,스릴러,노르웨이,에리크 숄비에르그,http://cfile89.uf.daum.net/C110x160/163C9F154B1F314F5BD2FE,24시간 내내 낮이 지속되는 백야의 주기에 살인 사건의 해결을 위해 파견된 수사관은 아주 특이한 난관에 봉착한다. 엉뚱한 실수로 자신의 파트너를 죽이게 되고... 은폐하려 하면서...,마리아 마티에슨,스텔란 스카스가드,스베레 앵커 아우스달,,,
20020083,피도 눈물도 없이,No Blood No Tears,"드라마,액션",한국,류승완,http://cfile189.uf.daum.net/C110x160/1140FB10AB8F12886A166A,전직 금고털이범으로 지금은 택시운전으로 근근히 연명하고 있는 경선과 권투장 라운드걸 출신으로 퇴물 복서의 정부가 되버린 수진은 투견장의 판돈을 빼돌리고자 의기투합한다. 그러나 일확천금을 노리는 얼치기패들은 그녀들만이 아니며 두 여성을 위압하는 투견장을 둘러싼 주먹패들의 잔인함은 상상을 넘어선다.,정재영,이혜영,전도연,,,
20020094,로얄 테넌바움,The Royal Tenenbaums,코미디,미국,웨스 앤더슨,http://cfile189.uf.daum.net/C110x160/126F1B10AB61C0FBB64877,"테넌바움가의 세 자녀는 모두 천재들이다. 일찍이 국제금융에 눈을 뜬 차스(벤 스틸러), 이 집에 입양돼 고교 입학 전부터 소설로 이름을 날린 마고(기네스 팰트로우), 그리고 테니스로 US오픈에서 3연속 우승한 리치(루크 윌슨) 등 세 남매는 각자의 분야에서 최고였다. 그러나 아버지 로얄 테넌바움(진 해크먼)이 가족을 배신하고 떠나버리자 이들 남매는 별볼일 없는 어른으로 자라난다. 차스는 비행기 사고로 아내를 잃은 뒤 사고 공포증에 시달리고, 리치는 남몰래 사랑했던 마고가 결혼을 발표하자 실의에 빠져 유랑을 시작한다. 마고 역시 화장실에서 하루종일 담배만 피워대며 인생을 허비한다. 잊혀진 아버지 로얄 테넌바움은 말년에 이르러 자녀들과 아내를 곁에 모으려 하지만 너무 늦었는데...",진 핵크만,안젤리카 휴스턴,벤 스틸러,,,
20020106,복수는 나의 것,Sympathy For Mr. Vengeance,"범죄,스릴러",한국,박찬욱,http://cfile89.uf.daum.net/C110x160/1350A90949F547747594C1,청각 장애인 노동자 류는 신장이 필요하다. 피붙이 누이가 신장 이식 수술을 받아야 하기 때문. 누나에게 맞는 신장을 찾기 위해 돈이 필요한 류는 애인이자 운동권 학생인 영미의 말에 아이를 유괴한다. '착한 유괴'라고 류를 설득해 동진의 딸을 유괴하지만 이 사실을 알게 된 류의 누이는 스스로 목숨을 끊고 우연한 사건으로 아이마저 죽게 된다. 아이를 잃고 복수심에 불타는 동진은 영미와 류를 찾아 잔혹한 복수극을 펼치는데…,송강호,신하균,배두나,,,
20020142,겟 쇼티,Get Shorty,"코미디,드라마,범죄,스릴러",미국,배리 소넨필드,http://cfile89.uf.daum.net/C110x160/156F1B10AC120AE092FD4B,"범죄자 칠리(존 트라볼타)는 고리대금업자 레이의 부하로 수금일을 하고 있다. 칠리는 비행기 사고를 가장해 보험금을 타고, 도망친 레오를 찾기 위해 라스베거스로 향한다. 그런데 라스베이거스에서 칠리는 빚을 진 영화제작가 해리(진 해크먼)를 만나게 된다. 평소 영화광이던 칠리는 해리가 '러브조이'라는 작품의 영화화판권을 사기 위해 도박을 했음을 알게 된다. 칠리는 그를 도와주려고 한다. 한편 해리의 영화에 돈을 투자한 보는 해리를 협박해 직접 영화에 참여하려 하고, 칠리와 사귀던 여배우 캐런(르네 루소)을 납치하는데...",존 트라볼타,진 핵크만,르네 루소,,,
20020159,밀레니엄 : 여자를 증오한 남자들,The Girl With The Dragon Tattoo,"스릴러,드라마",미국,데이빗 핀처,http://cfile78.uf.daum.net/C110x160/2057B94F4ECD388D03D26E,"흔적 없이 살해된 소녀! 사라진 진실!
40년간 풀지 못한 악마의 퍼즐을 맞춰라!

부패 재벌을 폭로하는 기사를 쓰고 소송에 시달리던 신념 강한 기자 ‘미카엘(다니엘 크레이그)’. 곤경에 빠진 그에게 또다른 재벌 ‘헨리크’가 40년 전 사라진 손녀 ‘하리에트’의 사건을 조사해 달라며 손길을 내민다. 거부할 수 없는 거래에 응한 미카엘은 방대한 조사에 착수하기 위해 조수를 요청하고, 용 문신을 한 범상치 않은 외모의 천재 해커 ‘리스베트(루니 마라)’를 만나게 된다. 

미카엘의 본능적인 집요함과 리스베트의 천재적인 해킹 능력으로 미궁에 빠졌던 단서의 퍼즐 조각을 하나씩 맞춰나가는 두 사람. 하지만 진실에 가까워질수록 예상치 못했던 곳에서 역사상 가장 잔혹한 악의 실체가 드러나게 되는데… 

2012년 1월, 전세계가 열광한 충격적 스릴러의 서막이 열린다!", 다니엘 크레이그,,,,,
20020168,센과 치히로의 행방불명,The Spiriting Away Of Sen And Chihiro,"애니메이션,어드벤처,가족,판타지",일본,미야자키 하야오,http://cfile19.uf.daum.net/C110x160/224E1E3C54AE39C6299A4A,"금지된 세계의 문이 열렸다! 이사 가던 날, 수상한 터널을 지나자 인간에게는 금지된 신들의 세계로 오게 된 치히로... 신들의 음식을 먹은 치히로의 부모님은 돼지로 변해버린다. “걱정마, 내가 꼭 구해줄게…” 겁에 질린 치히로에게 다가온 정체불명의 소년 하쿠. 그의 따뜻한 말에 힘을 얻은 치히로는 인간 세계로 돌아가기 위해 사상 초유의 미션을 시작하는데…",히이라기 루미,이리노 미유,나츠키 마리,,,
20020189,어바웃 어 보이,About A Boy,드라마,"영국,미국","크리스 웨이츠, 폴 웨이츠",http://cfile189.uf.daum.net/C110x160/156F1B10ACA39562E48C24,"""인간은 섬이 아니다!""부모가 물려준 유산으로 백수생활을 하는 미혼남 '윌 프리먼(휴 그랜트)'은스스로 결혼이라는 무덤 속으로 걸어 들어가는 친구들을 보며 항상 의아해 한다.그리고 여자와 즐기는 것 그 이상은 생각치 않는 그는 여자들이 결혼하자고 다가오면온갖 핑계를 대 미꾸라지 같이 여자들을 따돌린다. 어느날 어떻게 하면 자신의 자유를 포기하지 않으면서 가볍게 즐길 수 있는상대를 찾을 수 있을까 궁리하던 그는 혼자 아이를 키우는 엄마들이야 말로자신의 조건에 딱 부합되는 상대라는 결론에 도달한다. 남자에게 적당히 굶주려 있는 데다 특별히 책임을 느낄 필요가 없기 때문이다. 혼자 사는 여자를 낚기 위해 '혼자 아이를 키우는 부모들의 모임'에 참가하게된 윌은 그 곳에서 12살짜리 왕따 소년 '마커스(니콜라스 호울트)'를 만나게 되고,외롭고 소극적인 마커스에게 마치 아빠와 같은 책임감으로 '멋진 남자가되는 법'을 가르치기 시작한다. 그러나, 시간이 지날수록 자신이 마커스를 성장시키는 것이 아니라, 그 자신이점차 성숙한 어른이 되어가는 것을 느끼게 되는데...",휴 그랜트,니콜라스 홀트,레이첼 웨이즈,,,
20020199,맨 인 블랙 2,Man In Black 2,SF,미국,배리 소넨필드,http://cfile189.uf.daum.net/C110x160/116F1B10AB9B62E69B6584,"더 거친 놈들이 온다!지구에 잠입한 외계인을 감시하는 MIB요원 제이. 요원 케이가 MIB를 떠난 후, 많은 파트너들과 호흡을 맞추지만 베테랑 케이의 빈자리가 크기만 하다. 또 다른 수다쟁이 요원 프랭크는 파트너라기보다 오히려 제이를 거추장스럽게 하며 말썽만 피울 뿐인데...그러던 중 25년전, MIB에게 당한 복수를 위해 마이크로 우주선이 지구에 침입한다. 콜라캔 크기의 우주선에서 내린 외계 생명체는 여성지 모델로 자신을 복제하고 MIB에 침입한다. 그녀의 이름은 셀리나...MIB요원 중 일부가 셀리나와 손을 잡게 된 사실을 알게 되는 제이. 그러나 때는 이미 늦어 지구는 은하계의 전쟁에 휘말린 위험에 처하게 된다. 위기에 놓인 지구, 요원 제이는 요원 케이의 도움을 필요로 하게 되고 제이는 케이의 기억을 복구시키려 갖은 애를 쓰는데...",토미 리 존스,윌 스미스,라라 플린 보일,,,
20020204,라이터를 켜라,Break Out,코미디,한국,장항준,http://cfile189.uf.daum.net/C110x160/136F1B10ACD84208D869BC,"백수, 전 재산 '라이터'를 분실하다!나이 서른에 부모님 호주머니 돈이나 빌리는(?) 철없는 백수 허봉구(김승우).오늘은 백수 생애 최악의 날이다. 하는 일마다 꼬이기만 하고....예비군 훈련으로 녹초가 된 그에게 남은 건 단돈 300원! 전재산으로'일회용 라이터'를 사버린 봉구는 차비도 없이 목적지도 아닌 서울역까지 오게 되고우연인지 필연인지 자신의 전부인 '라이터'를 그만 화장실에 두고 나온다.사나이 마지막 자존심, 반드시 찾고야 만다!다시 화장실을 찾은 봉구. 그러나 라이터는 이미 건달보스 양철곤(차승원) 손에 쥐어져 있다. 검사출신 국회의원 박용갑(박영규)의 선거를 도와 폼나게 살고 싶었던 철곤은 차일피일 자신을 피하던 박의원을 쫓아 부하들을 이끌고 서울역까지 온 것.라이터를 되돌려 받으려다 괜시리 몰매만 맞은 봉구는 오직, 라이터를 찾겠다는 일념으로 철곤과 박의원이 탄 부산행 기차에 오른다.20시 30분, 서울발 부산행 열차가 위험하다!기차가 서울역을 통과하자 철곤은 슬슬 작전을 개시! 돈을 요구하는 철곤 그러나 예상밖으로 상황은 꼬여간다. 박의원은 자신의 과거행각이 들통날 것을 두려워하며 강경하게 버틴다. ‘이에는 이 눈에는 눈’ 철곤은 극단적인 방법으로 승객을 인질삼고 기차를 접수한다. 순식간에 기차는 아수라장이 된다. 억세게 운 없는 하루, 얼결에 대형참사에 휘말리다!수백명의 승객이 인질로 잡히자, 각 역마다 경찰병력이 배치되지만 기관실을 점거한 철곤 일당은 오히려 기차를 논스톱으로 폭주한다!그 와중에 승객들 사이를 성큼성큼 비집고 나와 철곤을 향해 용감히 대드는 자가 있으니 그는 바로 허·봉·구! 그의 요구안은 단 한가지 “웬만하면 내 라이터 돌려 주라!” 서울에서 부산까지 전속력으로 폭주하는 열차 안의 허봉구 vs 양철곤 예측불허의 명승부가 펼쳐지는데…겁없는 백수, 과연 그는 라이터를 되찾을 수 있을 것인가?",김승우,차승원,박영규,,,
20020206,마이너리티 리포트,Minority Report,"SF,미스터리,범죄",미국,스티븐 스필버그,http://cfile189.uf.daum.net/C110x160/156F1B10ABB87B723D098E,"2054년 워싱턴, 이제 범죄는 사전에 처단한다!프리크라임이 완벽한 치안 사회를 구현한다!2054년 워싱턴, 범죄가 일어나기 전 범죄를 예측해 범죄자를 처단하는 최첨단 치안 시스템 프리크라임은 시민들의 안전을 지켜주는 든든한 존재이다. 프리크라임은 범죄가 일어날 시간과 장소, 범행을 저지를 사람을 미리 예측해내고, 이를 바탕으로 미래의 범죄자들을 체포한다. 프리크라임 팀장인 존 앤더튼은 천부적인 감각으로 미래의 범죄자를 추적해내는 능력을 인정받고 있다. 그가 프리크라임에 최대한의 열정을 기울이는 것은, 6년 전 자신의 아들을 잃은 아픈 기억을 다른 사람에게만은 물려주고 싶지 않기 때문이다.프리크라임 체제 하에서 일어난 6년만의 첫 살인사건!범인은 바로 당신이다!한편 앤더튼은 프리크라임 감사를 위해 연방정보국에서 파견된 대니 워트워와 사사건건 대치하고, 그 가운데 프리크라임 시스템은 너무나 뜻밖의 살인을 예견한다. 그것은 바로 앤더튼 자신이 누군가를 살해하게 된다는 것. 이제 프리크라임의 모든 시스템은 앤더튼을 처단하기 위해 가동되고, 앤더튼은 자신을 조여오는 음모를 파헤치기 위해, 살인자로 예견된 자신의 미래를 바꾸기 위해 직접 미래의 피살자를 찾아 나선다. 자신이 저지를 범죄 현장에 한 발짝씩 다가갈수록 앤더튼 앞에는 믿을 수 없는 사실들이 드러나고, 앤더튼의 의지와는 상관없이 예견된 희생자가 나오는데...이제 그의 미래는 돌이킬 수 없는 것이 되고 마는가...",톰 크루즈,막스 폰 시도우,콜린 파렐,,,
20020222,천공의 성 라퓨타,Laputa : Castle In The Sky,애니메이션,일본,미야자키 하야오,http://cfile89.uf.daum.net/C110x160/13182E10AE4A16B3636A91,"광산촌 슬랙 계곡에서 기계 견습공으로 밝게 살고 있던 고아 소년 파즈는 어느날 빛이 나는 목걸이를 한 채 하늘에서 떨어지는 한 소녀(시타)를 구해준다. 소녀는 집안 대대로 전해져 오던 목걸이(비행석)로 인해 정부의 군대(무스카 일행)와 해적(도라 일당)들에게 쫓기고 있던 신세. 시타가 이들로부터 무사히 도망갈 수 있게 도와주던 중 파즈는 비행석과 하늘에 떠 있는 성 ""라퓨타""가 실제로 존재한다는 사실을 알게 된다. 돌아가신 아버지의 영향으로 라퓨타의 존재를 믿고 있던 파즈는 시타와 함께 라퓨타를 찾기로 결심한다. 하지만 파즈와 시타는 그들을 쫓던 군대에게 잡히고, 시타는 정부 비밀 조사관인 무스카에게 파즈를 풀어주는 조건으로 협력을 약속한다. 군대에서 풀려난 파즈는 시타를 구하기 위해 도라 일당에 들어가고, 그들과 함께 시타를 구해온다. 그러나 시타로 인해 봉인이 풀려 라퓨타의 위치를 가리키게 된 목걸이(비행석)는 무스카에게 빼앗기고 만다군대와 무스카는 거대한 비행선 골리앗을 타고 라퓨타를 찾아 나서고, 그 뒤를 쫓아 파즈와 시타도 도라 일당과 함께 라퓨타를 찾아 나선다. 갑자기 닥친 악천후와 골리앗의 공격으로 도라 일당과 헤어진 파즈와 시타는 우연히 라퓨타에 도착, 라퓨타의 아름다운 정원에 감탄한다. 그러나 그것도 잠시... 도라 일당을 생포한 군대와 무스카 일행도 라퓨타에 도착했다는 사실을 알게 된다. 라퓨타에 도착한 군대는 온갖 파괴행위와 보물을 모으는 데만 급급해 하고, 그 틈을 이용해 무스카는 시타를 잡아 라퓨타 내부로 사라진다. 파즈는 잡혀 있던 도라 일당을 구해주고, 시타를 구하기 위해 무스카를 뒤쫓는다. 시타와 함께 라퓨타 내부의 거대한 비행석이 있는 중추에 다다른 무스카는 시타에게 자신 또한 라퓨타 왕가의 일족이였음을 밝힌다. 그 옛날 지상으로 내려 온 라퓨타 왕가는 시타와 무스카의 일족, 이렇게 두 갈래로 나눠졌던 것. 무스카는 과거 라퓨타의 힘을 부활시킴으로 세계를 지배하고자 한다. 무스카의 수중에 넘어간 라퓨타로 인해 끔찍한 살상이 자행되자 시타는 파즈와 함께 할머니로부터 배운 파멸의 주문을 외운다.",타나카 마유미,이토 히로시,요코자와 케이코,,,
20020226,오아시스,Oasis,드라마,한국,이창동,http://cfile189.uf.daum.net/C110x160/11110210A7A19C6C845020,"홍장군! 공주마마! 사랑이 있는 한, 우리는 모두 왕자와 공주입니다!!!참 못난 놈, 그녀에게는 왕자 뺑소니 운전으로 교도소에 들어갔던 종두가 사회로 돌아온다. 그가 없는 사이 이사를 가버리고 연락을 끊었던 가족들은 종두가 찾아오자 노골적으로 적대감을 드러내며 불편해한다. 그러나 결코 가족들을 미워하지 않는 착한 남자 종두는 자신이 저지른 교통사고의 피해자 집을 찾아가고, 그 곳에서 그의 딸인 뇌성마비 장애인 공주를 만난다. 공주를 공주마마라 부르며 좋아하게 되는 종두. 오빠 부부가 자신을 남겨두고 이사간 뒤 혼자였던 공주도 종두를 홍장군이라 부르며 든든해한다. 서울 변두리, 오아시스 양탄자가 걸린 낡은 아파트에서 시작된 공주와 장군의 동화같은 사랑. 나에게만 너무 예쁜 그녀, 단 한 사람만이라도 우리의 사랑을 믿어준다면... 서로를 사랑하게 되면서 둘은 생애 최고의 시간들을 만끽한다. 늦은 밤, 서로에게 전화를 하며 웃음과 대화 속에 외로움을 잊고 낮이면 다른 연인들처럼 데이트를 나간다. 그러나 둘의 사랑은 쉽지 않다. 식당에서는 거절당하기 일쑤여서 근사한 외식은 시켜먹는 짜장면이 고작이다. 다른 연인들은 자유롭게 노래하고 스스럼없이 장난치지만 공주는 속으로 상상만 할 뿐 종두에게 표현할 길이 없다. 그럼에도 불구하고 둘의 사랑은 점점 깊어가고 마침내 둘은 오아시스 앞에서 사랑을 나눈다. 그러나 우연히 방문한 공주의 오빠가 둘을 목격하면서 그들의 순수한 사랑은 부서지기 시작하는데...",문소리,설경구,박명신,,,
20020227,메멘토,Memento,"미스터리,범죄,스릴러",한국,윤종찬,http://cfile116.uf.daum.net/C110x160/134C554F4F29FAC5326768,"어느 겨울 가브리엘은 미국 동부에 있는 시라큐즈 대학에서 불문학 강의를 하게도이었는 관계로 시라큐즈에 오게된다. 그리고, 그는 한 아파트에 입주하게 되는데 그 곳에서 그는 운명적으로 두 사람을 만나게 된다. 론이라는 중년의 사내는 소설가로서 매우 특이한 소설을 쓰고 있는 중이고, 데비라는 여자는 남편과의 결별, 어린 아들의 죽음 등으로 가끔씩 정신착란 증세를 보이는 여자이다. 가어느 겨울 가브리엘은 미국 동부에 있는 시라큐즈 대학에서 불문학 강의를 하게 되어 있는 관계로 시라큐즈에 오게된다. 그리고, 그는 한 아파트에 입주하게 되는데 그 곳에서 그는 운명적으로 두 사람을 만나게된다. 론이라는 중년의 사내는 소설가로서 매우 특이한 소설을 쓰고 잇는 중이고, 데비라는 여자는 남편과의 결별, 어린 아들의 죽음등으로 가끔씩 정신착란 증세를 보이는 여자이다. 가브리엘은 바로 이 두사람을 만나게 되면서 론이 쓰고 있는 소설이나 데비의 슬픈 사연들을 우연히 접하게 된다. 그러나, 무엇보다 론이 쓰고 있는 소설에 많은 관심을 갖게된다. 왜냐하면 그 소설은 모두 그 아파트에서 벌어졌던 실화를 토대로 이루어져 있는데, 가브리엘 자신이 이 곳 시라큐스 어디선가 갓난 아기 때 입양된 과거가 있기 때문이다.",그레고리 빈스,캐리 본 혼,니콜라스 허만,,,
20020234,반지의 제왕 ; 두개의 탑,The Lord Of The Rings ; The Two Towers,"액션,어드벤처,판타지","미국,뉴질랜드",피터 잭슨,http://cfile189.uf.daum.net/C110x160/146F1B10ABC97740DE72AA,"9명의 반지원정대는 사우론의 사악한 세력에 맞서 반지를 지켜냈지만 반지 원정대는 뿔뿔이 흩어지게 된다. 호빗족으로 절대반지에 유일한 내성을 보이는 ‘프로도’는 일행과 떨어져 ‘샘’과 함께 불의 산으로 모험을 감행하지만 새로운 위협을 맞이하고 사루만의 우르쿠하이 군대에게 잡혀간 ‘메리’와 ‘피핀’은 엔트 족의 영역에서 ‘트리비어드’라는 엔트 족에게 구출 받게 된다. 한편 ‘메리’와 ‘피핀’을 구하기 위해 우루쿠하이 군대를 추격하던 ‘아라곤’과 ‘레골라스’, ‘김리’는 유령 숲에서 백색의 마법사로 부활한 마법사 ‘간달프’를 만나게 되고 악의 군주 ‘사우론’이 암흑세계의 두 개의 탑 ‘오르상크’와 ‘바랏두르’를 통합하여 점점 그 세력을 넓혀가고 있다는 사실을 듣게 된다. 이에 ‘아라곤’과 나머지 원정대는 중간계의 선한 무리의 통합을 이뤄 ‘사우론’의 강력한 세력을 견제해야하는 큰 임무를 맡게 된다. 하지만 원수지간인 ‘곤도르’왕국과 ‘로한’왕국으로 나뉜 인간 종족의 통합은 쉽지 않고 게다가 ‘로한’의 왕마저 ‘사루만’에게 동화되는데..결국 ‘사우론’은 서서히 중간계를 거대한 전쟁의 소용돌이로 몰고 가고 ‘아라곤’또한 인간과 엘프, 난쟁이족, 그리고 엔트족 등을 통합하여 이에 맞설 준비를 한다.결코 피할 수 없는 거대한 전쟁이 시작된 것이다.",일라이저 우드,,,,,
20020236,색즉시공,Sex Is Zero,코미디,한국,윤제균,http://cfile89.uf.daum.net/C110x160/136F1B10AB89CEA7BFCB44,"열혈청춘 차력남 에어로빅 섹시녀에게 팍! 꽂히다!!군대 제대 후 늦깍이 신입생이 된 은식. 그는 대학에 들어가서 해병대 고참이자 선배인 성국의 꾐에 빠져 차력 동아리에 가입한다. 남보다 늦은 출발, 은식은 고시 합격에 인생 목표를 걸려 하지만 그 거창한 꿈을 향해 첫 발을 내딛기도 전에 고난이도의 시험이 주어진다. 그것은 불가에서는 그것의 무상함을 이천년 이상이나 역설해온 '色'. 늙다리 대학생 은식이 교내 퀸카인 은효에게 온 정신을 빼앗겨버린 것이다. 하지만 은식은 은효와 가까워지는 대신, 어이없이 변태로 몰리는 등 한심한 남자로 오해받을 만한 사건들이 계속 일어난다. 정식 동아리로 인정받지 못해 연습실도 없었던 차력부는 급기야 은효의 도움으로 사회체육학과 에어로빅 연습실을 사용하게 된다. 은식에게 다가온 절호의 찬스! 그러나 은식이 미처 다가가기도 전에 은효는 준수한 외모와 매너를 갖춘 교내 킹카 상욱과 사랑에 빠지고 만다. 그리고 그것을 옆에서 바라보는 은식의 마음은 안타깝기만 한데... 게다가 은식 주변의 파릇파릇한 열혈청춘들은 불끈불끈 치솟는 그것의 처리를 위해 좌충우돌 섹스 어드벤처를 벌여대 은식을 더욱 괴롭고 혼란스럽게 만든다. 사랑은 사랑대로 고달프고 몸은 몸대로 끓어오르는 은식의 청춘...아! 첫 키스의 날카로움보다 뜨겁고 간절한 것은 한 순간도 잊지못할 색즉시색, 색! 색! 색!",임창정,하지원,최성국,,,
20020252,빅트러블,Big Trouble,코미디,미국,존 카사베츠,http://cfile79.uf.daum.net/C110x160/1836BF474E0B7A691605AE,,피터 포크,알란 아킨,비벌리 단젤로,,,
20020284,고스트 쉽,Ghost Ship,공포(호러),"오스트레일리아,미국",스티브 벡,http://cfile89.uf.daum.net/C110x160/110D7C10AD68FA337AC463,"악마의 바다로 간 베테랑 헌터들!예인선 'ARCTIC WARRIOR'호의 대원들은 거친 파도, 심장을 짖누르는 수압과 싸워가면서 침몰한 배를 인양하는 바다의 베테랑들이다. 이들 앞에 베링해 근방 알라스카 해안에 떠다니는 수수께끼의 괴선박을 인양하자는 제의가 들어오면서 바다로의 새로운 항해가 시작된다. 망망대해로 모험을 떠난 대원들은 괴선박이 바로 40년전 실종됐던 '안토니아 그라자'호라는 사실을 알고 흥분에 휩싸이는데...죽음의 냄새가 진동하는 유령선!40년을 기다려온 악마의 바다가 눈을 뜬다! 황량한 고철 덩어리로 변해버린 그라자 호를 탐사하던 대원들은 엄청난 양의 금괴를 발견하고 환호한다. 하지만, 금괴를 옮기려는 순간 그들이 타고온 인양선 'ARCTIC WARRIOR'호가 무참히 폭발하면서 이들은 외부와 모든 통신이 두절된 채 완전히 고립된다. 엄습해오는 불안감 속에서 그라자 호에서는 40년 동안 피에 젖어 있던 시체들이 발견되고, 악마의 바다가 내뿜는 기괴한 죽음의 냄새는 점점 짙어간다. 이제 믿을 수 없는 공포가 마각을 드러내는데...",줄리아나 마굴리스,론 엘다드,데스몬드 해링턴,,,
20028760,미션 임파서블 2,Mission Impossible2,"액션,스릴러","미국,독일",오우삼,http://cfile189.uf.daum.net/C110x160/146F1B10ABA139E0CA2164,"러시아 생물공학자 네코비치 박사는 비행기 내에서 이단 헌트(톰 크루즈)로 변장한 앰브로즈(더그레이 스코트)에게 벨레로폰을 탈취당한 후 살해된다. IMF(IMPOSSIBLE MISSION FORCE) 요원 이단 헌트는 네코비치 박사가 테러리스트 앰브로즈에게 탈취당한 것이 무엇인지 알아내기 위해 파견된다. 헌트는 키메라라는 것이 인플루엔자, 즉 유행성 감기를 없애기 위한 완벽한 치료제인 벨레로폰을 유전적으로 조합하다 부수적으로 만들어진 악성 바이러스라는 사실을 알아낸다. 헌트는 임무를 위해 앰브로즈의 전 애인 니아 홀(탠디 뉴톤)을 포섭한다. 헌트는 니아와 사랑에 빠지지만 키메라 바이러스를 파괴하기 위해 니아를 앰브로즈에게 보낸다. 그러나 헌트와 니아의 관계를 눈치 챈 앰브로즈는 니아를 역이용하고 이 과정에서 니아는 마지막 남은 키메라 바이러스 자신의 몸에 주입하는데...",톰 크루즈,더그레이 스콧,탠디 뉴튼,,,
20030010,무간도,Infernal Affairs,"드라마,스릴러,범죄",홍콩,"맥조휘,유위강",http://cfile16.uf.daum.net/C110x160/137226384E5165211D9E00,"엇갈린 운명, 비극적 영웅...같은 덫에 걸린 우리는, 더 이상 적이 아니다! 조직에 잠입한 경찰 스파이홍콩 경찰의 비밀 요원 진영인(양조위). 경찰학교에서 훈련을 받다가 발탁된 그는 범죄 조직 '삼합회'에 잠입하여 십 년째 조직원을 위장한 스파이로 살아가고 있다. 전과 8범에 두 번의 형기를 치른 완벽한 범죄자가 되어 있는 그는 현재 보스 한침이 가장 신임하는 심복이기도 하다.경찰에 잠입한 조직 스파이'삼합회'의 숨은 조직원 유건명(유덕화). 열 여덟 살 때부터 경찰에 잠입해 스파이로 활동해온 그는 현재 경찰 내에서 가장 뛰어난 강력반 요원으로 인정받고 있다. 경찰로서의 경력이 벌써 십 년째에 이르는 그는 이제 그만 조직원으로서의 신분을 버리고 싶어한다....어느 새 우리는 같은 덫에 빠져들고 있었다!유건명과 진영인은 '삼합회' 보스의 범죄를 캐내는 대대적인 작전 중에 서로의 존재를 감지한다. 스파이 신분에서 벗어나기 위해 보스를 제거하고 진영인의 비밀 기록을 없애려는 유건명과 유건명의 정체를 밝혀 떳떳한 경찰이 되려는 진영인. 숨막히게 서로를 추적해 가는 두 사람의 운명은 점점 다른 방향으로 엇갈리는데...",양조위,유덕화,진혜림,,,
20030053,내일을 향해 쏴라,Butch Cassidy and the Sundance Kid,"서부극(웨스턴),범죄,드라마",미국,조지 로이 힐,http://cfile89.uf.daum.net/C110x160/156F1B10AC8F96166CC02B,"1890년대 미국 서부. 부치 캐시디와 선댄스 키드는 갱단을 이끌고 은행만 전문적으로 터는 은행 강도들이다. 그러나 사람들을 해치는 것을 최대한으로 피하는 양심적인 강도들이다. 보스인 부치는 머리 회전이 빠르고 인심은 좋지만 총솜씨는 별로 없고 반면, 선댄스는 부치와는 정반대로 구변은 별로 없지만 총솜씨는 당해낼 사람이 없다. 미래에 대한 희망도 없이 돈이 생기면 써버리고 없으면 은행을 터는 그들이지만 세상을 바라보는 눈은 매우 낙천적이며 낭만적이기도 하다. 선댄스에게는 애인 에타(Etta Place)가 있다. 그런데 어느날 부하들이 부치를 몰아내려고 반기를 드는데 부치는 특유의 구술과 응기응변으로 잘 무마된다. 그러다 모처럼 몇차례 열차를 턴 것이 화근이 되어 부치와 선댄스는 추적의 표적이 되어할 수 없이 볼리비아로 간다. 이때 선댄스의 애인 에타도 함께 동행을 하여, 볼리비아로 온다. 하지만 그들이 생각했던 것보다 가난한 나라로 영어가 통하지 않아 부치와 선댄스는 에타에게서 스페인어를 배운다. 털고 도망치고를 반복하는 은행털이가 순조롭게 이어진다. 하지만 이곳까지 이들을 체포하러 온 와이오밍의 보안관 조 러포얼즈에게 잡혀갈 빌미를 주지 않기 위해 강도질을 그만 두고 정당한 직업을 찾아 주석광산의 노동자에게 지급할 봉급을 호송하는 일을 맡게 된다. 하지만 은행에 돈을 찾아 돌아오는 길에 이곳 산적들에게 습격을 받아 두 사람이 이들을 모두 소탕하게 된다. 두 사람은 마을에 내려와 식사를 주문하는데, 이때 한 소년이 이들이 탄 말의 표식을 보고 경찰에 신고, 이들과 총격전이 벌어진다. 두 사람은 총상을 입고 막다른 곳에 피신하는데, 경찰의 신고를 받은 군대가 출동한다. 수백명의 군인이 밖에서 자신들을 애워싸고 있는 것을 모른 체 이번엔 ""호주로 가자""는 계획을 세우고 권총을 치겨들고 밖으로 뛰쳐나온다. 군지휘관의 명령 소리와 함께 비오듯 퍼붙는 총탄 소리.",폴 뉴먼,로버트 레드포드,캐서린 로스,,,
